S0,K,C_mkt,T,iv
672.88,578.0,3.82,0.2091,0.263
672.88,579.0,6.28,0.2091,0.2623
672.88,580.0,4.43,0.2091,0.2608
672.88,581.0,2.99,0.2091,0.26
672.88,582.0,5.32,0.2091,0.2587
672.88,583.0,4.3,0.2091,0.2573
672.88,584.0,8.26,0.2091,0.0625
672.88,585.0,5.16,0.2091,0.2551
672.88,586.0,3.05,0.2091,0.254
672.88,587.0,3.94,0.2091,0.2528
672.88,588.0,4.58,0.2091,0.2515
672.88,589.0,3.76,0.2091,0.2506
672.88,590.0,5.3,0.2091,0.2494
672.88,591.0,6.34,0.2091,0.2484
672.88,592.0,4.15,0.2091,0.2474
672.88,593.0,3.86,0.2091,0.2457
672.88,594.0,6.36,0.2091,0.2452
672.88,595.0,5.73,0.2091,0.2438
672.88,596.0,3.85,0.2091,0.2428
672.88,597.0,4.91,0.2091,0.2414
672.88,598.0,4.0,0.2091,0.2404
672.88,599.0,3.84,0.2091,0.2391
672.88,600.0,5.36,0.2091,0.238
672.88,601.0,3.9,0.2091,0.2369
672.88,602.0,5.31,0.2091,0.2358
672.88,603.0,4.98,0.2091,0.2347
672.88,604.0,4.7,0.2091,0.2336
672.88,605.0,7.03,0.2091,0.2326
672.88,606.0,4.17,0.2091,0.2312
672.88,607.0,7.73,0.2091,0.2301
672.88,608.0,6.92,0.2091,0.2292
672.88,609.0,4.39,0.2091,0.2277
672.88,610.0,7.26,0.2091,0.2268
672.88,611.0,6.4,0.2091,0.2257
672.88,612.0,6.46,0.2091,0.2246
672.88,613.0,4.81,0.2091,0.223
672.88,614.0,7.05,0.2091,0.2218
672.88,615.0,7.83,0.2091,0.221
672.88,616.0,5.1,0.2091,0.2196
672.88,617.0,6.22,0.2091,0.2186
672.88,618.0,5.55,0.2091,0.2178
672.88,619.0,6.72,0.2091,0.2167
672.88,620.0,8.01,0.2091,0.2152
672.88,621.0,7.92,0.2091,0.2143
672.88,622.0,7.89,0.2091,0.2131
672.88,623.0,8.02,0.2091,0.2119
672.88,624.0,8.08,0.2091,0.2109
672.88,625.0,9.14,0.2091,0.2097
672.88,626.0,8.16,0.2091,0.2085
672.88,627.0,8.0,0.2091,0.2073
672.88,628.0,8.71,0.2091,0.2062
672.88,629.0,7.75,0.2091,0.2051
672.88,630.0,9.43,0.2091,0.2038
672.88,631.0,10.02,0.2091,0.2029
672.88,632.0,8.05,0.2091,0.2016
672.88,633.0,9.68,0.2091,0.2002
672.88,634.0,7.43,0.2091,0.199
672.88,635.0,11.77,0.2091,0.198
672.88,636.0,7.11,0.2091,0.197
672.88,637.0,7.24,0.2091,0.1954
672.88,638.0,10.38,0.2091,0.1947
672.88,639.0,13.5,0.2091,0.1933
672.88,640.0,10.75,0.2091,0.1924
672.88,641.0,10.04,0.2091,0.1912
672.88,642.0,7.91,0.2091,0.1902
672.88,643.0,12.57,0.2091,0.1885
672.88,644.0,14.62,0.2091,0.1878
672.88,645.0,12.9,0.2091,0.1864
672.88,646.0,10.65,0.2091,0.185
672.88,647.0,14.12,0.2091,0.1844
672.88,648.0,15.37,0.2091,0.1831
672.88,649.0,11.0,0.2091,0.182
672.88,650.0,12.89,0.2091,0.1809
672.88,651.0,15.52,0.2091,0.1798
672.88,652.0,14.44,0.2091,0.1786
672.88,653.0,10.0,0.2091,0.1771
672.88,654.0,13.81,0.2091,0.1762
672.88,655.0,16.25,0.2091,0.1751
672.88,656.0,10.74,0.2091,0.1737
672.88,657.0,15.82,0.2091,0.1727
672.88,658.0,18.46,0.2091,0.1715
672.88,659.0,15.23,0.2091,0.1707
672.88,660.0,14.8,0.2091,0.1695
672.88,661.0,14.14,0.2091,0.1685
672.88,662.0,16.08,0.2091,0.1671
672.88,663.0,20.18,0.2091,0.1665
672.88,664.0,20.0,0.2091,0.1646
672.88,665.0,17.0,0.2091,0.1639
672.88,666.0,20.0,0.2091,0.1627
672.88,667.0,17.66,0.2091,0.1616
672.88,668.0,19.95,0.2091,0.1602
672.88,669.0,19.86,0.2091,0.1594
672.88,670.0,19.06,0.2091,0.1582
672.88,671.0,19.11,0.2091,0.1567
672.88,672.0,21.64,0.2091,0.1562
672.88,673.0,23.0,0.2091,0.1549
672.88,674.0,19.9,0.2091,0.1536
672.88,675.0,21.0,0.2091,0.1527
672.88,676.0,22.48,0.2091,0.1515
672.88,677.0,22.33,0.2091,0.1506
672.88,678.0,23.58,0.2091,0.1497
672.88,679.0,25.96,0.2091,0.1489
672.88,680.0,23.22,0.2091,0.1474
672.88,681.0,25.17,0.2091,0.1467
672.88,682.0,23.55,0.2091,0.1453
672.88,683.0,25.12,0.2091,0.1441
672.88,684.0,24.61,0.2091,0.1436
672.88,685.0,25.32,0.2091,0.1422
672.88,686.0,19.67,0.2091,0.1427
672.88,687.0,24.0,0.2091,0.1411
672.88,688.0,27.11,0.2091,0.14
672.88,689.0,25.65,0.2091,0.1394
672.88,690.0,33.45,0.2091,0.138
672.88,691.0,20.77,0.2091,0.1374
672.88,692.0,22.12,0.2091,0.136
672.88,693.0,33.41,0.2091,0.1354
672.88,694.0,31.27,0.2091,0.1356
672.88,695.0,29.52,0.2091,0.1336
672.88,696.0,25.72,0.2091,0.133
672.88,697.0,29.55,0.2091,0.1323
672.88,698.0,32.04,0.2091,0.1316
672.88,700.0,36.52,0.2091,0.1293
672.88,701.0,36.23,0.2091,0.1288
672.88,702.0,24.93,0.2091,0.128
672.88,703.0,33.2,0.2091,0.1279
672.88,705.0,42.91,0.2091,0.1257
672.88,706.0,38.83,0.2091,0.1257
672.88,708.0,29.64,0.2091,0.1229
672.88,710.0,31.84,0.2091,0.1219
672.88,712.0,30.33,0.2091,0.1211
672.88,713.0,38.7,0.2091,0.1205
672.88,714.0,35.97,0.2091,0.1209
672.88,715.0,35.15,0.2091,0.1183
672.88,720.0,49.5,0.2091,0.134
672.88,725.0,67.69,0.2091,0.0
672.88,730.0,50.18,0.2091,0.1379
672.88,750.0,78.0,0.2091,0.165
672.88,755.0,83.78,0.2091,0.1767
672.88,790.0,133.25,0.2091,0.4629
672.88,525.0,3.05,0.2666,0.3119
672.88,530.0,3.16,0.2666,0.3068
672.88,535.0,3.57,0.2666,0.3009
672.88,540.0,3.53,0.2666,0.2955
672.88,545.0,3.5,0.2666,0.29
672.88,550.0,4.03,0.2666,0.2842
672.88,555.0,3.93,0.2666,0.279
672.88,560.0,4.58,0.2666,0.2734
672.88,565.0,4.98,0.2666,0.268
672.88,570.0,5.17,0.2666,0.2631
672.88,575.0,5.61,0.2666,0.2572
672.88,580.0,5.46,0.2666,0.2524
672.88,585.0,6.29,0.2666,0.2469
672.88,590.0,6.05,0.2666,0.2416
672.88,595.0,6.98,0.2666,0.2366
672.88,600.0,7.15,0.2666,0.2314
672.88,605.0,7.57,0.2666,0.2261
672.88,610.0,8.01,0.2666,0.2206
672.88,615.0,8.65,0.2666,0.2157
672.88,620.0,9.65,0.2666,0.2099
672.88,625.0,10.76,0.2666,0.2047
672.88,630.0,11.44,0.2666,0.1996
672.88,635.0,11.5,0.2666,0.1941
672.88,640.0,12.58,0.2666,0.1889
672.88,645.0,13.6,0.2666,0.1835
672.88,650.0,14.55,0.2666,0.1782
672.88,655.0,16.45,0.2666,0.1726
672.88,660.0,17.82,0.2666,0.1673
672.88,665.0,18.65,0.2666,0.1621
672.88,670.0,20.41,0.2666,0.1571
672.88,675.0,23.37,0.2666,0.1517
672.88,680.0,24.1,0.2666,0.1468
672.88,685.0,27.5,0.2666,0.1417
672.88,690.0,30.73,0.2666,0.137
672.88,695.0,32.5,0.2666,0.1331
672.88,700.0,35.83,0.2666,0.1286
672.88,705.0,41.19,0.2666,0.125
672.88,710.0,46.1,0.2666,0.1215
672.88,715.0,47.94,0.2666,0.118
672.88,720.0,50.67,0.2666,0.1144
672.88,725.0,57.95,0.2666,0.1294
672.88,730.0,57.08,0.2666,0.128
672.88,735.0,58.8,0.2666,0.1341
672.88,740.0,60.2,0.2666,0.1344
672.88,750.0,79.1,0.2666,0.1517
672.88,760.0,97.37,0.2666,0.2065
672.88,780.0,102.0,0.2666,0.186
672.88,525.0,3.28,0.2858,0.309
672.88,530.0,3.51,0.2858,0.3037
672.88,535.0,3.45,0.2858,0.2979
672.88,540.0,4.3,0.2858,0.2927
672.88,545.0,4.2,0.2858,0.2872
672.88,550.0,4.67,0.2858,0.2819
672.88,555.0,4.49,0.2858,0.2763
672.88,560.0,5.24,0.2858,0.271
672.88,565.0,5.27,0.2858,0.2662
672.88,570.0,5.61,0.2858,0.2611
672.88,575.0,6.11,0.2858,0.2556
672.88,580.0,6.42,0.2858,0.2503
672.88,581.0,4.53,0.2858,0.2493
672.88,582.0,5.19,0.2858,0.2485
672.88,583.0,7.49,0.2858,0.2473
672.88,584.0,4.66,0.2858,0.2463
672.88,585.0,6.84,0.2858,0.2454
672.88,586.0,5.12,0.2858,0.2441
672.88,587.0,5.09,0.2858,0.2435
672.88,588.0,7.55,0.2858,0.242
672.88,589.0,6.03,0.2858,0.2414
672.88,590.0,7.33,0.2858,0.2401
672.88,591.0,6.0,0.2858,0.2394
672.88,592.0,8.24,0.2858,0.2383
672.88,593.0,8.07,0.2858,0.2369
672.88,594.0,6.25,0.2858,0.2363
672.88,595.0,7.2,0.2858,0.2353
672.88,596.0,15.09,0.2858,0.2467
672.88,597.0,5.57,0.2858,0.233
672.88,598.0,8.14,0.2858,0.2322
672.88,599.0,6.08,0.2858,0.2313
672.88,600.0,8.39,0.2858,0.2298
672.88,601.0,6.95,0.2858,0.2294
672.88,602.0,6.33,0.2858,0.2278
672.88,603.0,8.3,0.2858,0.227
672.88,604.0,12.45,0.2858,0.2257
672.88,605.0,8.06,0.2858,0.2246
672.88,606.0,6.91,0.2858,0.2236
672.88,607.0,7.03,0.2858,0.223
672.88,608.0,10.49,0.2858,0.2215
672.88,609.0,8.88,0.2858,0.2208
672.88,610.0,7.8,0.2858,0.22
672.88,611.0,8.66,0.2858,0.219
672.88,612.0,7.15,0.2858,0.2179
672.88,613.0,7.12,0.2858,0.2165
672.88,614.0,8.06,0.2858,0.2156
672.88,615.0,9.0,0.2858,0.2146
672.88,616.0,10.89,0.2858,0.2137
672.88,617.0,9.19,0.2858,0.2126
672.88,618.0,8.6,0.2858,0.2115
672.88,619.0,9.93,0.2858,0.2107
672.88,620.0,10.14,0.2858,0.2096
672.88,621.0,8.12,0.2858,0.2085
672.88,622.0,8.24,0.2858,0.2076
672.88,623.0,9.0,0.2858,0.2064
672.88,624.0,10.65,0.2858,0.2055
672.88,625.0,11.45,0.2858,0.2045
672.88,626.0,12.53,0.2858,0.2034
672.88,627.0,10.21,0.2858,0.2022
672.88,628.0,13.51,0.2858,0.2015
672.88,629.0,13.47,0.2858,0.2
672.88,630.0,12.72,0.2858,0.1992
672.88,631.0,9.98,0.2858,0.1979
672.88,632.0,11.96,0.2858,0.1971
672.88,633.0,11.98,0.2858,0.1957
672.88,634.0,11.82,0.2858,0.1948
672.88,635.0,14.38,0.2858,0.194
672.88,636.0,11.87,0.2858,0.1928
672.88,637.0,11.19,0.2858,0.1919
672.88,638.0,14.65,0.2858,0.1909
672.88,639.0,11.26,0.2858,0.1898
672.88,640.0,15.63,0.2858,0.1887
672.88,641.0,16.66,0.2858,0.1878
672.88,642.0,10.59,0.2858,0.1868
672.88,643.0,12.69,0.2858,0.1856
672.88,644.0,12.27,0.2858,0.1845
672.88,645.0,11.19,0.2858,0.1837
672.88,646.0,12.54,0.2858,0.182
672.88,647.0,11.43,0.2858,0.1815
672.88,648.0,15.51,0.2858,0.1802
672.88,649.0,16.6,0.2858,0.1792
672.88,650.0,17.23,0.2858,0.1781
672.88,651.0,19.12,0.2858,0.1773
672.88,652.0,16.38,0.2858,0.1761
672.88,653.0,16.87,0.2858,0.1747
672.88,654.0,16.54,0.2858,0.1737
672.88,655.0,18.58,0.2858,0.1727
672.88,656.0,16.32,0.2858,0.172
672.88,657.0,20.27,0.2858,0.171
672.88,658.0,14.22,0.2858,0.1698
672.88,659.0,18.69,0.2858,0.1687
672.88,660.0,19.89,0.2858,0.1678
672.88,661.0,20.5,0.2858,0.1666
672.88,662.0,14.62,0.2858,0.1656
672.88,663.0,23.28,0.2858,0.1645
672.88,664.0,20.09,0.2858,0.1636
672.88,665.0,20.77,0.2858,0.1627
672.88,666.0,23.18,0.2858,0.1617
672.88,667.0,22.43,0.2858,0.1606
672.88,668.0,16.74,0.2858,0.1595
672.88,669.0,20.4,0.2858,0.1584
672.88,670.0,22.0,0.2858,0.1571
672.88,671.0,24.19,0.2858,0.1562
672.88,672.0,22.39,0.2858,0.1551
672.88,673.0,23.21,0.2858,0.1545
672.88,674.0,23.61,0.2858,0.1535
672.88,675.0,23.54,0.2858,0.1526
672.88,676.0,23.37,0.2858,0.1514
672.88,677.0,24.33,0.2858,0.1506
672.88,680.0,25.84,0.2858,0.1477
672.88,685.0,29.92,0.2858,0.1424
672.88,690.0,34.25,0.2858,0.1378
672.88,695.0,30.5,0.2858,0.1339
672.88,700.0,36.29,0.2858,0.1299
672.88,705.0,32.06,0.2858,0.1264
672.88,710.0,48.71,0.2858,0.1227
672.88,715.0,51.42,0.2858,0.1182
672.88,720.0,52.2,0.2858,0.1356
672.88,725.0,50.39,0.2858,0.1303
672.88,730.0,48.44,0.2858,0.1262
672.88,740.0,58.66,0.2858,0.1307
672.88,750.0,66.12,0.2858,0.1425
672.88,780.0,109.08,0.2858,0.1798
672.88,785.0,115.45,0.2858,0.1857
672.88,790.0,132.61,0.2858,0.3971
672.88,525.0,4.17,0.3433,0.299
672.88,530.0,4.65,0.3433,0.2939
672.88,535.0,4.43,0.3433,0.2888
672.88,540.0,4.6,0.3433,0.2842
672.88,545.0,4.88,0.3433,0.2793
672.88,550.0,5.06,0.3433,0.274
672.88,555.0,5.5,0.3433,0.2693
672.88,560.0,6.25,0.3433,0.2643
672.88,565.0,6.54,0.3433,0.2598
672.88,570.0,6.57,0.3433,0.2548
672.88,575.0,6.75,0.3433,0.2501
672.88,580.0,7.35,0.3433,0.2455
672.88,585.0,8.42,0.3433,0.2404
672.88,590.0,8.56,0.3433,0.236
672.88,595.0,9.17,0.3433,0.2311
672.88,600.0,9.22,0.3433,0.2265
672.88,605.0,9.76,0.3433,0.2216
672.88,610.0,10.73,0.3433,0.217
672.88,615.0,11.94,0.3433,0.2123
672.88,620.0,12.4,0.3433,0.2075
672.88,625.0,13.81,0.3433,0.2028
672.88,630.0,14.28,0.3433,0.1977
672.88,635.0,15.32,0.3433,0.1928
672.88,640.0,15.44,0.3433,0.1878
672.88,645.0,17.43,0.3433,0.1827
672.88,650.0,17.94,0.3433,0.1778
672.88,655.0,20.03,0.3433,0.173
672.88,660.0,20.3,0.3433,0.1681
672.88,665.0,23.76,0.3433,0.1634
672.88,670.0,23.46,0.3433,0.1582
672.88,675.0,26.83,0.3433,0.1537
672.88,680.0,28.0,0.3433,0.149
672.88,685.0,30.95,0.3433,0.1442
672.88,690.0,34.2,0.3433,0.1398
672.88,695.0,36.19,0.3433,0.1357
672.88,700.0,40.03,0.3433,0.1312
672.88,705.0,39.94,0.3433,0.1274
672.88,710.0,35.6,0.3433,0.1232
672.88,715.0,48.31,0.3433,0.1206
672.88,720.0,50.85,0.3433,0.1169
672.88,725.0,57.41,0.3433,0.1128
672.88,730.0,55.49,0.3433,0.1249
672.88,735.0,57.96,0.3433,0.125
672.88,740.0,61.64,0.3433,0.1239
672.88,745.0,67.14,0.3433,0.1295
672.88,750.0,75.27,0.3433,0.1311
672.88,800.0,136.63,0.3433,0.1865
672.88,810.0,123.09,0.3433,0.1967
672.88,523.0,3.27,0.3735,0.2956
672.88,524.0,4.09,0.3735,0.2951
672.88,525.0,4.35,0.3735,0.2943
672.88,526.0,3.66,0.3735,0.2933
672.88,527.0,3.62,0.3735,0.2922
672.88,528.0,4.44,0.3735,0.2913
672.88,529.0,3.71,0.3735,0.2902
672.88,530.0,4.83,0.3735,0.2896
672.88,531.0,3.83,0.3735,0.2885
672.88,532.0,4.09,0.3735,0.2876
672.88,533.0,3.74,0.3735,0.2863
672.88,534.0,3.78,0.3735,0.2853
672.88,535.0,3.8,0.3735,0.2844
672.88,536.0,4.94,0.3735,0.2837
672.88,537.0,6.53,0.3735,0.2827
672.88,538.0,5.15,0.3735,0.2816
672.88,539.0,4.08,0.3735,0.2809
672.88,540.0,3.99,0.3735,0.28
672.88,541.0,4.57,0.3735,0.279
672.88,542.0,4.17,0.3735,0.2778
672.88,543.0,5.48,0.3735,0.277
672.88,544.0,7.65,0.3735,0.2758
672.88,545.0,5.61,0.3735,0.2749
672.88,546.0,4.79,0.3735,0.274
672.88,547.0,4.88,0.3735,0.2731
672.88,548.0,5.33,0.3735,0.2721
672.88,549.0,6.62,0.3735,0.2928
672.88,550.0,6.42,0.3735,0.2702
672.88,551.0,5.05,0.3735,0.2695
672.88,552.0,6.06,0.3735,0.2685
672.88,553.0,5.25,0.3735,0.2678
672.88,554.0,9.35,0.3735,0.2665
672.88,555.0,5.35,0.3735,0.2658
672.88,556.0,4.99,0.3735,0.2649
672.88,557.0,8.71,0.3735,0.2748
672.88,558.0,8.2,0.3735,0.2632
672.88,559.0,5.66,0.3735,0.2618
672.88,560.0,6.37,0.3735,0.2609
672.88,561.0,6.48,0.3735,0.26
672.88,562.0,7.33,0.3735,0.2594
672.88,563.0,7.75,0.3735,0.2582
672.88,564.0,5.85,0.3735,0.2572
672.88,565.0,7.89,0.3735,0.2563
672.88,566.0,6.01,0.3735,0.2557
672.88,567.0,5.56,0.3735,0.2544
672.88,568.0,9.6,0.3735,0.2535
672.88,569.0,5.63,0.3735,0.2527
672.88,570.0,7.94,0.3735,0.2519
672.88,571.0,6.89,0.3735,0.2509
672.88,572.0,5.93,0.3735,0.2501
672.88,573.0,7.48,0.3735,0.2491
672.88,574.0,5.98,0.3735,0.2481
672.88,575.0,8.05,0.3735,0.2473
672.88,576.0,7.7,0.3735,0.2464
672.88,577.0,7.66,0.3735,0.2456
672.88,578.0,8.55,0.3735,0.2444
672.88,579.0,8.83,0.3735,0.2435
672.88,580.0,8.56,0.3735,0.2429
672.88,581.0,7.43,0.3735,0.2418
672.88,582.0,7.54,0.3735,0.2407
672.88,583.0,7.6,0.3735,0.2399
672.88,584.0,7.7,0.3735,0.2391
672.88,585.0,8.49,0.3735,0.2381
672.88,586.0,8.65,0.3735,0.2371
672.88,590.0,9.08,0.3735,0.2336
672.88,595.0,9.85,0.3735,0.229
672.88,600.0,9.95,0.3735,0.2242
672.88,605.0,10.85,0.3735,0.2198
672.88,610.0,11.56,0.3735,0.2154
672.88,615.0,12.49,0.3735,0.2107
672.88,620.0,12.72,0.3735,0.2061
672.88,625.0,13.5,0.3735,0.2014
672.88,630.0,14.4,0.3735,0.1966
672.88,635.0,15.97,0.3735,0.1918
672.88,640.0,17.3,0.3735,0.1869
672.88,645.0,17.56,0.3735,0.1821
672.88,650.0,20.68,0.3735,0.1774
672.88,655.0,21.84,0.3735,0.1727
672.88,660.0,21.43,0.3735,0.1678
672.88,665.0,25.09,0.3735,0.163
672.88,670.0,24.5,0.3735,0.1579
672.88,675.0,26.2,0.3735,0.1535
672.88,680.0,29.82,0.3735,0.149
672.88,685.0,31.33,0.3735,0.1444
672.88,690.0,32.83,0.3735,0.1403
672.88,695.0,31.68,0.3735,0.1365
672.88,700.0,42.0,0.3735,0.1318
672.88,705.0,37.17,0.3735,0.1279
672.88,710.0,44.74,0.3735,0.1237
672.88,715.0,45.6,0.3735,0.1198
672.88,720.0,57.43,0.3735,0.1165
672.88,725.0,54.98,0.3735,0.1301
672.88,730.0,51.16,0.3735,0.1109
672.88,735.0,72.0,0.3735,0.1224
672.88,740.0,57.2,0.3735,0.1231
672.88,745.0,62.5,0.3735,0.1261
672.88,750.0,70.2,0.3735,0.1298
672.88,760.0,171.65,0.3735,0.5484
672.88,790.0,103.8,0.3735,0.1756
672.88,800.0,130.38,0.3735,0.1852
672.88,525.0,5.86,0.4557,0.2843
672.88,530.0,6.11,0.4557,0.2797
672.88,535.0,6.66,0.4557,0.2753
672.88,540.0,6.43,0.4557,0.2712
672.88,545.0,5.42,0.4557,0.2666
672.88,550.0,7.6,0.4557,0.2625
672.88,555.0,8.64,0.4557,0.2584
672.88,560.0,7.96,0.4557,0.2538
672.88,565.0,8.95,0.4557,0.2498
672.88,570.0,8.95,0.4557,0.2457
672.88,575.0,9.09,0.4557,0.2414
672.88,580.0,9.61,0.4557,0.2372
672.88,585.0,11.65,0.4557,0.2328
672.88,590.0,12.1,0.4557,0.2286
672.88,595.0,11.6,0.4557,0.2247
672.88,600.0,12.17,0.4557,0.2203
672.88,605.0,13.06,0.4557,0.2162
672.88,610.0,14.0,0.4557,0.2119
672.88,612.0,13.73,0.4557,0.2099
672.88,613.0,15.7,0.4557,0.2094
672.88,614.0,12.55,0.4557,0.2086
672.88,615.0,14.55,0.4557,0.2076
672.88,616.0,14.91,0.4557,0.2067
672.88,617.0,12.97,0.4557,0.2059
672.88,618.0,17.41,0.4557,0.2051
672.88,619.0,16.85,0.4557,0.2041
672.88,620.0,16.87,0.4557,0.203
672.88,621.0,14.47,0.4557,0.2026
672.88,622.0,13.98,0.4557,0.2016
672.88,623.0,16.08,0.4557,0.2005
672.88,624.0,14.03,0.4557,0.2
672.88,625.0,15.47,0.4557,0.199
672.88,626.0,17.46,0.4557,0.198
672.88,627.0,17.86,0.4557,0.1972
672.88,628.0,15.75,0.4557,0.1964
672.88,630.0,17.8,0.4557,0.1946
672.88,631.0,15.72,0.4557,0.1936
672.88,633.0,15.61,0.4557,0.1919
672.88,635.0,19.73,0.4557,0.1901
672.88,637.0,15.84,0.4557,0.1883
672.88,638.0,20.07,0.4557,0.1874
672.88,639.0,21.12,0.4557,0.1867
672.88,640.0,19.99,0.4557,0.1854
672.88,641.0,16.25,0.4557,0.1847
672.88,642.0,16.57,0.4557,0.184
672.88,643.0,23.3,0.4557,0.1831
672.88,644.0,16.7,0.4557,0.1822
672.88,645.0,21.6,0.4557,0.1812
672.88,646.0,17.73,0.4557,0.1803
672.88,647.0,17.59,0.4557,0.1794
672.88,648.0,23.76,0.4557,0.1786
672.88,649.0,18.04,0.4557,0.1775
672.88,650.0,25.14,0.4557,0.1764
672.88,651.0,18.17,0.4557,0.1757
672.88,652.0,18.39,0.4557,0.1746
672.88,653.0,18.62,0.4557,0.174
672.88,654.0,25.61,0.4557,0.1731
672.88,655.0,20.39,0.4557,0.1722
672.88,656.0,24.9,0.4557,0.1713
672.88,657.0,26.95,0.4557,0.1701
672.88,658.0,27.04,0.4557,0.1696
672.88,659.0,20.27,0.4557,0.1684
672.88,660.0,25.34,0.4557,0.1678
672.88,661.0,20.81,0.4557,0.1669
672.88,662.0,21.08,0.4557,0.1659
672.88,663.0,29.26,0.4557,0.1652
672.88,664.0,26.09,0.4557,0.1643
672.88,665.0,25.61,0.4557,0.1633
672.88,666.0,27.92,0.4557,0.1624
672.88,667.0,26.97,0.4557,0.1614
672.88,668.0,27.92,0.4557,0.1606
672.88,669.0,26.91,0.4557,0.1597
672.88,670.0,27.35,0.4557,0.159
672.88,671.0,28.46,0.4557,0.158
672.88,672.0,28.74,0.4557,0.1572
672.88,673.0,29.23,0.4557,0.156
672.88,674.0,29.35,0.4557,0.1554
672.88,675.0,29.05,0.4557,0.1544
672.88,676.0,30.06,0.4557,0.1534
672.88,677.0,29.87,0.4557,0.1526
672.88,678.0,30.98,0.4557,0.1519
672.88,679.0,31.56,0.4557,0.1509
672.88,680.0,33.12,0.4557,0.1498
672.88,681.0,32.34,0.4557,0.1492
672.88,682.0,32.49,0.4557,0.1482
672.88,683.0,32.83,0.4557,0.1474
672.88,684.0,38.06,0.4557,0.1463
672.88,685.0,35.48,0.4557,0.1456
672.88,686.0,34.12,0.4557,0.1445
672.88,687.0,34.64,0.4557,0.144
672.88,688.0,28.8,0.4557,0.1436
672.88,689.0,33.39,0.4557,0.1429
672.88,690.0,35.4,0.4557,0.1418
672.88,691.0,34.27,0.4557,0.1409
672.88,692.0,34.71,0.4557,0.14
672.88,693.0,35.44,0.4557,0.1392
672.88,694.0,35.85,0.4557,0.1385
672.88,695.0,42.03,0.4557,0.1371
672.88,696.0,36.91,0.4557,0.1372
672.88,697.0,37.25,0.4557,0.1365
672.88,698.0,37.74,0.4557,0.1351
672.88,699.0,38.26,0.4557,0.1346
672.88,700.0,40.54,0.4557,0.1332
672.88,701.0,34.29,0.4557,0.1325
672.88,702.0,34.9,0.4557,0.1321
672.88,704.0,41.82,0.4557,0.1301
672.88,705.0,40.85,0.4557,0.1295
672.88,707.0,39.36,0.4557,0.1283
672.88,710.0,51.33,0.4557,0.1256
672.88,715.0,46.0,0.4557,0.1216
672.88,720.0,55.83,0.4557,0.1179
672.88,725.0,48.26,0.4557,0.1143
672.88,740.0,69.82,0.4557,0.1183
672.88,810.0,134.0,0.4557,0.1726
672.88,525.0,7.59,0.5899,0.2719
672.88,530.0,8.03,0.5899,0.2679
672.88,535.0,8.75,0.5899,0.264
672.88,540.0,9.59,0.5899,0.2602
672.88,545.0,8.9,0.5899,0.2564
672.88,550.0,9.39,0.5899,0.2526
672.88,555.0,10.4,0.5899,0.2487
672.88,560.0,10.88,0.5899,0.2451
672.88,565.0,11.38,0.5899,0.2414
672.88,570.0,12.08,0.5899,0.2377
672.88,575.0,12.48,0.5899,0.234
672.88,580.0,12.67,0.5899,0.2301
672.88,585.0,14.1,0.5899,0.2264
672.88,590.0,15.83,0.5899,0.2226
672.88,595.0,16.63,0.5899,0.2188
672.88,600.0,15.09,0.5899,0.215
672.88,605.0,16.5,0.5899,0.2111
672.88,610.0,18.24,0.5899,0.2073
672.88,615.0,20.37,0.5899,0.2034
672.88,620.0,18.6,0.5899,0.1992
672.88,625.0,20.12,0.5899,0.1955
672.88,630.0,20.55,0.5899,0.1915
672.88,635.0,21.97,0.5899,0.1872
672.88,640.0,22.8,0.5899,0.1833
672.88,645.0,25.43,0.5899,0.1793
672.88,650.0,26.85,0.5899,0.1753
672.88,655.0,28.79,0.5899,0.171
672.88,660.0,29.89,0.5899,0.167
672.88,665.0,29.6,0.5899,0.1628
672.88,670.0,31.27,0.5899,0.1587
672.88,675.0,33.0,0.5899,0.1545
672.88,680.0,34.84,0.5899,0.1506
672.88,685.0,37.15,0.5899,0.1463
672.88,690.0,41.27,0.5899,0.1424
672.88,695.0,46.52,0.5899,0.1381
672.88,700.0,44.82,0.5899,0.1348
672.88,705.0,46.92,0.5899,0.1305
672.88,710.0,52.8,0.5899,0.1267
672.88,715.0,45.33,0.5899,0.123
672.88,720.0,48.33,0.5899,0.1188
672.88,725.0,58.83,0.5899,0.1153
672.88,730.0,68.17,0.5899,0.1116
672.88,735.0,66.1,0.5899,0.1089
672.88,740.0,71.92,0.5899,0.1059
672.88,745.0,73.36,0.5899,0.1185
672.88,750.0,69.09,0.5899,0.1152
672.88,755.0,70.75,0.5899,0.1124
672.88,760.0,79.85,0.5899,0.1123
672.88,765.0,194.84,0.5899,0.6188
672.88,785.0,120.05,0.5899,0.0
672.88,790.0,118.35,0.5899,0.1377
672.88,800.0,121.0,0.5899,0.1422
672.88,820.0,170.13,0.5899,0.312
672.88,525.0,6.67,0.6228,0.2692
672.88,530.0,6.94,0.6228,0.2653
672.88,535.0,8.56,0.6228,0.2617
672.88,540.0,8.76,0.6228,0.258
672.88,545.0,9.55,0.6228,0.2542
672.88,550.0,9.7,0.6228,0.2508
672.88,554.0,8.6,0.6228,0.2477
672.88,555.0,10.52,0.6228,0.2467
672.88,556.0,8.75,0.6228,0.2463
672.88,557.0,11.06,0.6228,0.0625
672.88,558.0,10.74,0.6228,0.2447
672.88,559.0,9.64,0.6228,0.244
672.88,560.0,10.68,0.6228,0.2433
